movie_id,title,title_full,genres_raw
791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The","Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary
792,"Hungarian Fairy Tale, A","Hungarian Fairy Tale, A (1987)",Fantasy
793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud),My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama
794,Midnight Dancers (Sibak),Midnight Dancers (Sibak) (1994),Comedy|Drama
795,Somebody to Love,Somebody to Love (1994),Drama
796,"Very Natural Thing, A","Very Natural Thing, A (1974)",Drama
797,"Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La)","Old Lady Who Walked in the Sea, The (Vieille qui marchait dans la mer, La) (1991)",Comedy
798,Daylight,Daylight (1996),Action|Adventure|Thriller
799,"Frighteners, The","Frighteners, The (1996)",Comedy|Horror
800,Lone Star,Lone Star (1996),Drama|Mystery
801,Harriet the Spy,Harriet the Spy (1996),Children's|Comedy
802,Phenomenon,Phenomenon (1996),Drama|Romance
803,Walking and Talking,Walking and Talking (1996),Romance
804,She's the One,She's the One (1996),Comedy|Romance
805,"Time to Kill, A","Time to Kill, A (1996)",Drama
806,American Buffalo,American Buffalo (1996),Drama
807,"Rendezvous in Paris (Rendez-vous de Paris, Les)","Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance
808,Alaska,Alaska (1996),Adventure|Children's
809,Fled,Fled (1996),Action|Adventure
810,Kazaam,Kazaam (1996),Children's|Comedy|Fantasy
811,"Bewegte Mann, Der","Bewegte Mann, Der (1994)",Comedy
812,Magic Hunter,Magic Hunter (1994),Drama
813,Larger Than Life,Larger Than Life (1996),Comedy
814,"Boy Called Hate, A","Boy Called Hate, A (1995)",Drama
815,Power 98,Power 98 (1995),Action|Mystery|Thriller
816,Two Deaths,Two Deaths (1995),Drama
818,"Very Brady Sequel, A","Very Brady Sequel, A (1996)",Comedy
819,Stefano Quantestorie,Stefano Quantestorie (1993),Comedy|Drama
820,"Death in the Garden (Mort en ce jardin, La)","Death in the Garden (Mort en ce jardin, La) (1956)",Drama
821,"Crude Oasis, The","Crude Oasis, The (1995)",Romance
822,Hedd Wyn,Hedd Wyn (1992),Drama
823,"Collectionneuse, La","Collectionneuse, La (1967)",Drama
824,Kaspar Hauser,Kaspar Hauser (1993),Drama
825,Echte Kerle,Echte Kerle (1996),Comedy|Romance
826,Diebinnen,Diebinnen (1995),Drama
827,"Convent, The (Convento, O)","Convent, The (Convento, O) (1995)",Drama
828,"Adventures of Pinocchio, The","Adventures of Pinocchio, The (1996)",Adventure|Children's
829,Joe's Apartment,Joe's Apartment (1996),Comedy|Musical
830,"First Wives Club, The","First Wives Club, The (1996)",Comedy
831,Stonewall,Stonewall (1995),Drama
832,Ransom,Ransom (1996),Drama|Thriller
833,High School High,High School High (1996),Comedy
834,Phat Beach,Phat Beach (1996),Comedy
835,Foxfire,Foxfire (1996),Drama
836,Chain Reaction,Chain Reaction (1996),Action|Adventure|Thriller
837,Matilda,Matilda (1996),Children's|Comedy
838,Emma,Emma (1996),Comedy|Drama|Romance
839,"Crow: City of Angels, The","Crow: City of Angels, The (1996)",Action|Thriller
840,House Arrest,House Arrest (1996),Comedy
841,Eyes Without a Face,Eyes Without a Face (1959),Horror
842,Tales from the Crypt Presents: Bordello of Blood,Tales from the Crypt Presents: Bordello of Blood (1996),Horror
843,Lotto Land,Lotto Land (1995),Drama
844,"Story of Xinghua, The","Story of Xinghua, The (1993)",Drama
845,"Day the Sun Turned Cold, The (Tianguo niezi)","Day the Sun Turned Cold, The (Tianguo niezi) (1994)",Drama
846,Flirt,Flirt (1995),Drama
847,"Big Squeeze, The","Big Squeeze, The (1996)",Comedy|Drama
848,"Spitfire Grill, The","Spitfire Grill, The (1996)",Drama
849,Escape from L.A.,Escape from L.A. (1996),Action|Adventure|Sci-Fi|Thriller
850,Cyclo,Cyclo (1995),Crime|Drama
851,Basquiat,Basquiat (1996),Drama
852,Tin Cup,Tin Cup (1996),Comedy|Romance
853,Dingo,Dingo (1992),Drama
854,"Ballad of Narayama, The (Narayama Bushiko)","Ballad of Narayama, The (Narayama Bushiko) (1958)",Drama
855,Every Other Weekend,Every Other Weekend (1990),Drama
856,Mille bolle blu,Mille bolle blu (1993),Comedy
857,Crows and Sparrows,Crows and Sparrows (1949),Drama
858,"Godfather, The","Godfather, The (1972)",Action|Crime|Drama
859,"Hippie Revolution, The","Hippie Revolution, The (1996)",Documentary
860,"Maybe, Maybe Not (Bewegte Mann, Der)","Maybe, Maybe Not (Bewegte Mann, Der) (1994)",Comedy
861,Supercop,Supercop (1992),Action|Thriller
862,Manny & Lo,Manny & Lo (1996),Drama
863,Celestial Clockwork,Celestial Clockwork (1994),Comedy
864,"Wife, The","Wife, The (1995)",Comedy|Drama
865,Small Faces,Small Faces (1995),Drama
866,Bound,Bound (1996),Crime|Drama|Romance|Thriller
867,Carpool,Carpool (1996),Comedy|Crime
868,Death in Brunswick,Death in Brunswick (1991),Comedy
869,Kansas City,Kansas City (1996),Crime
870,Gone Fishin',Gone Fishin' (1997),Comedy
871,Lover's Knot,Lover's Knot (1996),Comedy
872,Aiqing wansui,Aiqing wansui (1994),Drama
873,Shadow of Angels (Schatten der Engel),Shadow of Angels (Schatten der Engel) (1976),Drama
874,Killer: A Journal of Murder,Killer: A Journal of Murder (1995),Crime|Drama
875,Nothing to Lose,Nothing to Lose (1994),Drama
876,Police Story 4: Project S (Chao ji ji hua),Police Story 4: Project S (Chao ji ji hua) (1993),Action
877,Girls Town,Girls Town (1996),Drama
878,Bye-Bye,Bye-Bye (1995),Drama
879,"Relic, The","Relic, The (1997)",Horror
880,"Island of Dr. Moreau, The","Island of Dr. Moreau, The (1996)",Sci-Fi|Thriller
881,First Kid,First Kid (1996),Children's|Comedy
882,"Trigger Effect, The","Trigger Effect, The (1996)",Drama|Thriller
884,Sweet Nothing,Sweet Nothing (1995),Drama
885,Bogus,Bogus (1996),Children's|Drama|Fantasy
886,Bulletproof,Bulletproof (1996),Action
887,Talk of Angels,Talk of Angels (1998),Drama
888,Land Before Time III: The Time of the Great Giving,Land Before Time III: The Time of the Great Giving (1995),Animation|Children's
889,1-900,1-900 (1994),Romance
890,Baton Rouge,Baton Rouge (1988),Thriller
891,Halloween: The Curse of Michael Myers,Halloween: The Curse of Michael Myers (1995),Horror|Thriller
892,Twelfth Night,Twelfth Night (1996),Comedy|Drama|Romance
893,Mother Night,Mother Night (1996),Drama
894,Liebelei,Liebelei (1933),Romance
895,Venice/Venice,Venice/Venice (1992),Drama
896,Wild Reeds,Wild Reeds (1994),Drama
897,For Whom the Bell Tolls,For Whom the Bell Tolls (1943),Adventure|War
898,"Philadelphia Story, The","Philadelphia Story, The (1940)",Comedy|Romance
899,Singin' in the Rain,Singin' in the Rain (1952),Musical|Romance
900,"American in Paris, An","American in Paris, An (1951)",Musical|Romance
901,Funny Face,Funny Face (1957),Comedy|Musical
902,Breakfast at Tiffany's,Breakfast at Tiffany's (1961),Drama|Romance
903,Vertigo,Vertigo (1958),Mystery|Thriller
904,Rear Window,Rear Window (1954),Mystery|Thriller
905,It Happened One Night,It Happened One Night (1934),Comedy
906,Gaslight,Gaslight (1944),Mystery|Thriller
907,"Gay Divorcee, The","Gay Divorcee, The (1934)",Comedy|Musical|Romance
908,North by Northwest,North by Northwest (1959),Drama|Thriller
909,"Apartment, The","Apartment, The (1960)",Comedy|Drama
910,Some Like It Hot,Some Like It Hot (1959),Comedy|Crime
911,Charade,Charade (1963),Comedy|Mystery|Romance|Thriller
912,Casablanca,Casablanca (1942),Drama|Romance|War
913,"Maltese Falcon, The","Maltese Falcon, The (1941)",Film-Noir|Mystery
914,My Fair Lady,My Fair Lady (1964),Musical|Romance
915,Sabrina,Sabrina (1954),Comedy|Romance
916,Roman Holiday,Roman Holiday (1953),Comedy|Romance
917,"Little Princess, The","Little Princess, The (1939)",Children's|Drama
918,Meet Me in St. Louis,Meet Me in St. Louis (1944),Musical
919,"Wizard of Oz, The","Wizard of Oz, The (1939)",Adventure|Children's|Drama|Musical
920,Gone with the Wind,Gone with the Wind (1939),Drama|Romance|War
921,My Favorite Year,My Favorite Year (1982),Comedy
922,Sunset Blvd. (a.k.a. Sunset Boulevard),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Film-Noir
923,Citizen Kane,Citizen Kane (1941),Drama
924,2001: A Space Odyssey,2001: A Space Odyssey (1968),Drama|Mystery|Sci-Fi|Thriller
925,Golden Earrings,Golden Earrings (1947),Adventure|Romance
926,All About Eve,All About Eve (1950),Drama
927,"Women, The","Women, The (1939)",Comedy
928,Rebecca,Rebecca (1940),Romance|Thriller
929,Foreign Correspondent,Foreign Correspondent (1940),Thriller
930,Notorious,Notorious (1946),Film-Noir|Romance|Thriller
931,Spellbound,Spellbound (1945),Mystery|Romance|Thriller
932,"Affair to Remember, An","Affair to Remember, An (1957)",Romance
933,To Catch a Thief,To Catch a Thief (1955),Comedy|Romance|Thriller
934,Father of the Bride,Father of the Bride (1950),Comedy
935,"Band Wagon, The","Band Wagon, The (1953)",Comedy|Musical
936,Ninotchka,Ninotchka (1939),Comedy|Romance
937,Love in the Afternoon,Love in the Afternoon (1957),Comedy|Romance
938,Gigi,Gigi (1958),Musical
939,"Reluctant Debutante, The","Reluctant Debutante, The (1958)",Comedy|Drama
940,"Adventures of Robin Hood, The","Adventures of Robin Hood, The (1938)",Action|Adventure
941,"Mark of Zorro, The","Mark of Zorro, The (1940)",Adventure
942,Laura,Laura (1944),Crime|Film-Noir|Mystery
943,"Ghost and Mrs. Muir, The","Ghost and Mrs. Muir, The (1947)",Drama|Romance
944,Lost Horizon,Lost Horizon (1937),Drama
945,Top Hat,Top Hat (1935),Comedy|Musical|Romance
946,To Be or Not to Be,To Be or Not to Be (1942),Comedy|Drama|War
947,My Man Godfrey,My Man Godfrey (1936),Comedy
948,Giant,Giant (1956),Drama
949,East of Eden,East of Eden (1955),Drama
950,"Thin Man, The","Thin Man, The (1934)",Mystery
951,His Girl Friday,His Girl Friday (1940),Comedy
952,Around the World in 80 Days,Around the World in 80 Days (1956),Adventure|Comedy
953,It's a Wonderful Life,It's a Wonderful Life (1946),Drama
954,Mr. Smith Goes to Washington,Mr. Smith Goes to Washington (1939),Drama
955,Bringing Up Baby,Bringing Up Baby (1938),Comedy
956,Penny Serenade,Penny Serenade (1941),Drama|Romance
957,"Scarlet Letter, The","Scarlet Letter, The (1926)",Drama
958,Lady of Burlesque,Lady of Burlesque (1943),Comedy|Mystery
959,Of Human Bondage,Of Human Bondage (1934),Drama
960,Angel on My Shoulder,Angel on My Shoulder (1946),Crime|Drama
961,Little Lord Fauntleroy,Little Lord Fauntleroy (1936),Drama
962,They Made Me a Criminal,They Made Me a Criminal (1939),Crime|Drama
963,"Inspector General, The","Inspector General, The (1949)",Musical
964,Angel and the Badman,Angel and the Badman (1947),Western
965,"39 Steps, The","39 Steps, The (1935)",Thriller
966,"Walk in the Sun, A","Walk in the Sun, A (1945)",Drama
967,"Outlaw, The","Outlaw, The (1943)",Western
968,Night of the Living Dead,Night of the Living Dead (1968),Horror|Sci-Fi
969,"African Queen, The","African Queen, The (1951)",Action|Adventure|Romance|War
970,Beat the Devil,Beat the Devil (1954),Comedy|Drama
971,Cat on a Hot Tin Roof,Cat on a Hot Tin Roof (1958),Drama
972,"Last Time I Saw Paris, The","Last Time I Saw Paris, The (1954)",Drama
973,Meet John Doe,Meet John Doe (1941),Drama
974,Algiers,Algiers (1938),Drama|Romance
975,Something to Sing About,Something to Sing About (1937),Comedy|Musical
976,"Farewell to Arms, A","Farewell to Arms, A (1932)",Romance|War
977,Moonlight Murder,Moonlight Murder (1936),Mystery
978,"Blue Angel, The (Blaue Engel, Der)","Blue Angel, The (Blaue Engel, Der) (1930)",Drama
979,Nothing Personal,Nothing Personal (1995),Drama|War
980,In the Line of Duty 2,In the Line of Duty 2 (1987),Action
981,Dangerous Ground,Dangerous Ground (1997),Drama
982,Picnic,Picnic (1955),Drama
983,Madagascar Skin,Madagascar Skin (1995),Romance
984,"Pompatus of Love, The","Pompatus of Love, The (1996)",Comedy|Drama
985,Small Wonders,Small Wonders (1996),Documentary
986,Fly Away Home,Fly Away Home (1996),Adventure|Children's
987,Bliss,Bliss (1997),Drama|Romance
988,Grace of My Heart,Grace of My Heart (1996),Comedy|Drama
989,Schlafes Bruder (Brother of Sleep),Schlafes Bruder (Brother of Sleep) (1995),Drama
990,Maximum Risk,Maximum Risk (1996),Action|Adventure|Thriller
991,Michael Collins,Michael Collins (1996),Drama|War
992,"Rich Man's Wife, The","Rich Man's Wife, The (1996)",Thriller
993,Infinity,Infinity (1996),Drama
994,Big Night,Big Night (1996),Drama
996,Last Man Standing,Last Man Standing (1996),Action|Drama|Western
997,Caught,Caught (1996),Drama|Thriller
998,Set It Off,Set It Off (1996),Action|Crime
999,2 Days in the Valley,2 Days in the Valley (1996),Crime
1000,Curdled,Curdled (1996),Crime
1001,"Associate, The (L'Associe)","Associate, The (L'Associe)(1982)",Comedy
1002,Ed's Next Move,Ed's Next Move (1996),Comedy
1003,Extreme Measures,Extreme Measures (1996),Drama|Thriller
1004,"Glimmer Man, The","Glimmer Man, The (1996)",Action|Thriller
1005,D3: The Mighty Ducks,D3: The Mighty Ducks (1996),Children's|Comedy
1006,"Chamber, The","Chamber, The (1996)",Drama
1007,"Apple Dumpling Gang, The","Apple Dumpling Gang, The (1975)",Children's|Comedy|Western
1008,"Davy Crockett, King of the Wild Frontier","Davy Crockett, King of the Wild Frontier (1955)",Western
1009,Escape to Witch Mountain,Escape to Witch Mountain (1975),Adventure|Children's|Fantasy
1010,"Love Bug, The","Love Bug, The (1969)",Children's|Comedy
1011,Herbie Rides Again,Herbie Rides Again (1974),Adventure|Children's|Comedy
1012,Old Yeller,Old Yeller (1957),Children's|Drama
1013,"Parent Trap, The","Parent Trap, The (1961)",Children's|Drama
1014,Pollyanna,Pollyanna (1960),Children's|Comedy|Drama
1015,Homeward Bound: The Incredible Journey,Homeward Bound: The Incredible Journey (1993),Adventure|Children's
1016,"Shaggy Dog, The","Shaggy Dog, The (1959)",Children's|Comedy
1017,Swiss Family Robinson,Swiss Family Robinson (1960),Adventure|Children's
1018,That Darn Cat!,That Darn Cat! (1965),Children's|Comedy|Mystery
1019,"20,000 Leagues Under the Sea","20,000 Leagues Under the Sea (1954)",Adventure|Children's|Fantasy|Sci-Fi
1020,Cool Runnings,Cool Runnings (1993),Comedy
1021,Angels in the Outfield,Angels in the Outfield (1994),Children's|Comedy
1022,Cinderella,Cinderella (1950),Animation|Children's|Musical
1023,Winnie the Pooh and the Blustery Day,Winnie the Pooh and the Blustery Day (1968),Animation|Children's
1024,"Three Caballeros, The","Three Caballeros, The (1945)",Animation|Children's|Musical
1025,"Sword in the Stone, The","Sword in the Stone, The (1963)",Animation|Children's
1026,So Dear to My Heart,So Dear to My Heart (1949),Children's|Drama
1027,Robin Hood: Prince of Thieves,Robin Hood: Prince of Thieves (1991),Drama
1028,Mary Poppins,Mary Poppins (1964),Children's|Comedy|Musical
1029,Dumbo,Dumbo (1941),Animation|Children's|Musical
1030,Pete's Dragon,Pete's Dragon (1977),Adventure|Animation|Children's|Musical
1031,Bedknobs and Broomsticks,Bedknobs and Broomsticks (1971),Adventure|Children's|Musical
1032,Alice in Wonderland,Alice in Wonderland (1951),Animation|Children's|Musical
1033,"Fox and the Hound, The","Fox and the Hound, The (1981)",Animation|Children's
1034,Freeway,Freeway (1996),Crime
1035,"Sound of Music, The","Sound of Music, The (1965)",Musical
1036,Die Hard,Die Hard (1988),Action|Thriller
1037,"Lawnmower Man, The","Lawnmower Man, The (1992)",Action|Sci-Fi|Thriller
1038,Unhook the Stars,Unhook the Stars (1996),Drama
1039,Synthetic Pleasures,Synthetic Pleasures (1995),Documentary
1040,"Secret Agent, The","Secret Agent, The (1996)",Drama
1041,Secrets & Lies,Secrets & Lies (1996),Drama
1042,That Thing You Do!,That Thing You Do! (1996),Comedy
1043,To Gillian on Her 37th Birthday,To Gillian on Her 37th Birthday (1996),Drama|Romance
1044,Surviving Picasso,Surviving Picasso (1996),Drama
1045,Love Is All There Is,Love Is All There Is (1996),Comedy|Drama
1046,Beautiful Thing,Beautiful Thing (1996),Drama|Romance
1047,"Long Kiss Goodnight, The","Long Kiss Goodnight, The (1996)",Action|Thriller
1049,"Ghost and the Darkness, The","Ghost and the Darkness, The (1996)",Action|Adventure
1050,Looking for Richard,Looking for Richard (1996),Documentary|Drama
1051,Trees Lounge,Trees Lounge (1996),Drama
1052,"Proprietor, The","Proprietor, The (1996)",Drama
1053,Normal Life,Normal Life (1996),Crime|Drama
1054,Get on the Bus,Get on the Bus (1996),Drama
1055,Shadow Conspiracy,Shadow Conspiracy (1997),Thriller
1056,Jude,Jude (1996),Drama
1057,Everyone Says I Love You,Everyone Says I Love You (1996),Comedy|Musical|Romance
1058,Bitter Sugar (Azucar Amargo),Bitter Sugar (Azucar Amargo) (1996),Drama
1059,William Shakespeare's Romeo and Juliet,William Shakespeare's Romeo and Juliet (1996),Drama|Romance
1060,Swingers,Swingers (1996),Comedy|Drama
1061,Sleepers,Sleepers (1996),Crime|Drama
1062,"Sunchaser, The","Sunchaser, The (1996)",Drama
1063,Johns,Johns (1996),Drama
1064,Aladdin and the King of Thieves,Aladdin and the King of Thieves (1996),Animation|Children's|Comedy
1065,"Woman in Question, The","Woman in Question, The (1950)",Mystery
1066,Shall We Dance?,Shall We Dance? (1937),Comedy|Musical|Romance
1067,"Damsel in Distress, A","Damsel in Distress, A (1937)",Comedy|Musical|Romance
1068,Crossfire,Crossfire (1947),Crime|Film-Noir
1069,"Murder, My Sweet","Murder, My Sweet (1944)",Film-Noir|Thriller
1070,Macao,Macao (1952),Adventure
1071,For the Moment,For the Moment (1994),Romance|War
1073,Willy Wonka and the Chocolate Factory,Willy Wonka and the Chocolate Factory (1971),Adventure|Children's|Comedy|Fantasy
1075,"Sexual Life of the Belgians, The","Sexual Life of the Belgians, The (1994)",Comedy
1076,"Innocents, The","Innocents, The (1961)",Thriller
1077,Sleeper,Sleeper (1973),Comedy|Sci-Fi
1078,Bananas,Bananas (1971),Comedy|War
1079,"Fish Called Wanda, A","Fish Called Wanda, A (1988)",Comedy
1080,Monty Python's Life of Brian,Monty Python's Life of Brian (1979),Comedy
1081,Victor/Victoria,Victor/Victoria (1982),Comedy|Musical
1082,"Candidate, The","Candidate, The (1972)",Drama
1083,"Great Race, The","Great Race, The (1965)",Comedy|Musical
1084,Bonnie and Clyde,Bonnie and Clyde (1967),Crime|Drama
1085,"Old Man and the Sea, The","Old Man and the Sea, The (1958)",Adventure|Drama
1086,Dial M for Murder,Dial M for Murder (1954),Mystery|Thriller
1087,Madame Butterfly,Madame Butterfly (1995),Musical
1088,Dirty Dancing,Dirty Dancing (1987),Musical|Romance
1089,Reservoir Dogs,Reservoir Dogs (1992),Crime|Thriller
1090,Platoon,Platoon (1986),Drama|War
1091,Weekend at Bernie's,Weekend at Bernie's (1989),Comedy
1092,Basic Instinct,Basic Instinct (1992),Mystery|Thriller
1093,"Doors, The","Doors, The (1991)",Drama|Musical
1094,"Crying Game, The","Crying Game, The (1992)",Drama|Romance|War
1095,Glengarry Glen Ross,Glengarry Glen Ross (1992),Drama
1096,Sophie's Choice,Sophie's Choice (1982),Drama
1097,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial (1982),Children's|Drama|Fantasy|Sci-Fi
1098,"Search for One-eye Jimmy, The","Search for One-eye Jimmy, The (1996)",Comedy
1099,"Christmas Carol, A","Christmas Carol, A (1938)",Drama
1100,Days of Thunder,Days of Thunder (1990),Action|Romance
1101,Top Gun,Top Gun (1986),Action|Romance
1102,American Strays,American Strays (1996),Action
1103,Rebel Without a Cause,Rebel Without a Cause (1955),Drama
1104,"Streetcar Named Desire, A","Streetcar Named Desire, A (1951)",Drama
1105,Children of the Corn IV: The Gathering,Children of the Corn IV: The Gathering (1996),Horror
1106,"Leopard Son, The","Leopard Son, The (1996)",Documentary
1107,Loser,Loser (1991),Comedy
1108,Prerokbe Ognja,Prerokbe Ognja (1995),Documentary
1109,Charm's Incidents,Charm's Incidents (1996),Drama
1110,Bird of Prey,Bird of Prey (1996),Action
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary
1112,Palookaville,Palookaville (1996),Action|Drama
1113,"Associate, The","Associate, The (1996)",Comedy
1114,"Funeral, The","Funeral, The (1996)",Drama
1115,Sleepover,Sleepover (1995),Comedy|Drama
1116,"Single Girl, A (La Fille Seule)","Single Girl, A (La Fille Seule) (1995)",Drama
1117,"Eighth Day, The (Le Huitime jour )","Eighth Day, The (Le Huitime jour ) (1996)",Drama
1118,Tashunga,Tashunga (1995),Adventure|Western
1119,Drunks,Drunks (1997),Drama
1120,"People vs. Larry Flynt, The","People vs. Larry Flynt, The (1996)",Drama
1121,Glory Daze,Glory Daze (1996),Drama
1122,Plutonium Circus,Plutonium Circus (1995),Documentary
1123,"Perfect Candidate, A","Perfect Candidate, A (1996)",Documentary
1124,On Golden Pond,On Golden Pond (1981),Drama
1125,"Return of the Pink Panther, The","Return of the Pink Panther, The (1974)",Comedy
1126,Drop Dead Fred,Drop Dead Fred (1991),Comedy|Fantasy
1127,"Abyss, The","Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller
1128,"Fog, The","Fog, The (1980)",Horror
1129,Escape from New York,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller
1130,"Howling, The","Howling, The (1980)",Horror
1131,Jean de Florette,Jean de Florette (1986),Drama
1132,Manon of the Spring (Manon des sources),Manon of the Spring (Manon des sources) (1986),Drama
1133,Talking About Sex,Talking About Sex (1994),Comedy|Drama
1134,Johnny 100 Pesos,Johnny 100 Pesos (1993),Action|Drama
1135,Private Benjamin,Private Benjamin (1980),Comedy
1136,Monty Python and the Holy Grail,Monty Python and the Holy Grail (1974),Comedy
1137,Hustler White,Hustler White (1996),Romance
1138,Dadetown,Dadetown (1995),Documentary
1139,Everything Relative,Everything Relative (1996),Drama
1140,Entertaining Angels: The Dorothy Day Story,Entertaining Angels: The Dorothy Day Story (1996),Drama
1141,Hoogste tijd,Hoogste tijd (1995),Drama
1142,Get Over It,Get Over It (1996),Drama
1143,Three Lives and Only One Death,Three Lives and Only One Death (1996),Comedy
1144,"Line King: Al Hirschfeld, The","Line King: Al Hirschfeld, The (1996)",Documentary
1145,Snowriders,Snowriders (1996),Documentary
1146,Curtis's Charm,Curtis's Charm (1995),Comedy|Drama
1147,When We Were Kings,When We Were Kings (1996),Documentary
1148,"Wrong Trousers, The","Wrong Trousers, The (1993)",Animation|Comedy
1149,JLG/JLG - autoportrait de dcembre,JLG/JLG - autoportrait de dcembre (1994),Documentary|Drama
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le)","Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama
1151,Faust,Faust (1994),Animation|Comedy|Thriller
1152,He Walked by Night,He Walked by Night (1948),Crime|Film-Noir|Thriller
1153,Raw Deal,Raw Deal (1948),Film-Noir
1154,T-Men,T-Men (1947),Film-Noir
1155,"Invitation, The (Zaproszenie)","Invitation, The (Zaproszenie) (1986)",Drama
1156,"Children Are Watching us, The (Bambini ci guardano, I)","Children Are Watching us, The (Bambini ci guardano, I) (1942)",Drama
1157,"Symphonie pastorale, La","Symphonie pastorale, La (1946)",Drama
1158,Here Comes Cookie,Here Comes Cookie (1935),Comedy
1159,Love in Bloom,Love in Bloom (1935),Romance
1160,Six of a Kind,Six of a Kind (1934),Comedy
1161,"Tin Drum, The (Blechtrommel, Die)","Tin Drum, The (Blechtrommel, Die) (1979)",Drama
1162,"Ruling Class, The","Ruling Class, The (1972)",Comedy
1163,Mina Tannenbaum,Mina Tannenbaum (1994),Drama
1164,Two or Three Things I Know About Her,Two or Three Things I Know About Her (1966),Drama
1165,"Bloody Child, The","Bloody Child, The (1996)",Drama|Thriller
1166,Farmer & Chase,Farmer & Chase (1995),Comedy
1167,Dear God,Dear God (1996),Comedy
1168,Bad Moon,Bad Moon (1996),Horror
1169,American Dream,American Dream (1990),Documentary
1170,Best of the Best 3: No Turning Back,Best of the Best 3: No Turning Back (1995),Action
1171,Bob Roberts,Bob Roberts (1992),Comedy
1172,Cinema Paradiso,Cinema Paradiso (1988),Comedy|Drama|Romance
1173,"Cook the Thief His Wife & Her Lover, The","Cook the Thief His Wife & Her Lover, The (1989)",Drama
1174,Grosse Fatigue,Grosse Fatigue (1994),Comedy
1175,Delicatessen,Delicatessen (1991),Comedy|Sci-Fi
1176,"Double Life of Veronique, The (La Double Vie de Vronique)","Double Life of Veronique, The (La Double Vie de Vronique) (1991)",Drama
1177,Enchanted April,Enchanted April (1991),Drama
1178,Paths of Glory,Paths of Glory (1957),Drama|War
1179,"Grifters, The","Grifters, The (1990)",Crime|Drama|Film-Noir
1180,Hear My Song,Hear My Song (1991),Comedy
1181,"Shooter, The","Shooter, The (1995)",Action
1183,"English Patient, The","English Patient, The (1996)",Drama|Romance|War
1184,Mediterraneo,Mediterraneo (1991),Comedy|War
1185,My Left Foot,My Left Foot (1989),Drama
1186,"Sex, Lies, and Videotape","Sex, Lies, and Videotape (1989)",Drama
1187,Passion Fish,Passion Fish (1992),Drama
1188,Strictly Ballroom,Strictly Ballroom (1992),Comedy|Romance
1189,"Thin Blue Line, The","Thin Blue Line, The (1988)",Documentary
1190,Tie Me Up! Tie Me Down!,Tie Me Up! Tie Me Down! (1990),Drama
1191,Madonna: Truth or Dare,Madonna: Truth or Dare (1991),Documentary
1192,Paris Is Burning,Paris Is Burning (1990),Documentary
1193,One Flew Over the Cuckoo's Nest,One Flew Over the Cuckoo's Nest (1975),Drama
1194,Up in Smoke,Up in Smoke (1978),Comedy
1196,Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War
1197,"Princess Bride, The","Princess Bride, The (1987)",Action|Adventure|Comedy|Romance
1198,Raiders of the Lost Ark,Raiders of the Lost Ark (1981),Action|Adventure
1199,Brazil,Brazil (1985),Sci-Fi
1200,Aliens,Aliens (1986),Action|Sci-Fi|Thriller|War
1201,"Good, The Bad and The Ugly, The","Good, The Bad and The Ugly, The (1966)",Action|Western
1202,Withnail and I,Withnail and I (1987),Comedy
1203,12 Angry Men,12 Angry Men (1957),Drama
1204,Lawrence of Arabia,Lawrence of Arabia (1962),Adventure|War
1205,"Transformers: The Movie, The","Transformers: The Movie, The (1986)",Action|Animation|Children's|Sci-Fi|Thriller|War
1206,"Clockwork Orange, A","Clockwork Orange, A (1971)",Sci-Fi
1207,To Kill a Mockingbird,To Kill a Mockingbird (1962),Drama
1208,Apocalypse Now,Apocalypse Now (1979),Drama|War
1209,Once Upon a Time in the West,Once Upon a Time in the West (1969),Western
1210,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War
1211,Wings of Desire (Der Himmel ber Berlin),Wings of Desire (Der Himmel ber Berlin) (1987),Comedy|Drama|Romance
1212,"Third Man, The","Third Man, The (1949)",Mystery|Thriller
1213,GoodFellas,GoodFellas (1990),Crime|Drama
1214,Alien,Alien (1979),Action|Horror|Sci-Fi|Thriller
1215,Army of Darkness,Army of Darkness (1993),Action|Adventure|Comedy|Horror|Sci-Fi
1216,"Big Blue, The (Le Grand Bleu)","Big Blue, The (Le Grand Bleu) (1988)",Adventure|Romance
1217,Ran,Ran (1985),Drama|War
1218,"Killer, The (Die xue shuang xiong)","Killer, The (Die xue shuang xiong) (1989)",Action|Thriller
