user_id,gender,age,age_group,occupation_id,occupation,zipcode
1641,Male,25,19-25,0,other,95819
1642,Male,50,46-55,13,retired,62002
1643,Male,45,36-45,2,artist,90813
1644,Male,18,Under18,12,programmer,90210
1645,Female,18,Under18,9,homemaker,62225
1646,Male,25,19-25,20,writer,90046
1647,Male,18,Under18,18,tradesman/craftsman,98118
1648,Male,50,46-55,14,sales/marketing,85202
1649,Male,18,Under18,19,unemployed,98034
1650,Male,25,19-25,19,unemployed,94607
1651,Male,25,19-25,12,programmer,94520
1652,Male,25,19-25,16,self-employed,98208
1653,Male,18,Under18,0,other,94044
1654,Female,45,36-45,0,other,94114
1655,Male,18,Under18,4,college/grad student,94507
1656,Male,25,19-25,17,technician/engineer,94122
1657,Female,45,36-45,0,other,10022
1658,Female,35,26-35,6,doctor/health care,94214
1659,Female,18,Under18,9,homemaker,99703
1660,Female,25,19-25,2,artist,94577
1661,Male,35,26-35,7,executive/managerial,80526
1662,Male,25,19-25,12,programmer,94121
1663,Male,18,Under18,4,college/grad student,77845
1664,Female,18,Under18,4,college/grad student,76707
1665,Male,45,36-45,17,technician/engineer,87505
1666,Male,25,19-25,14,sales/marketing,15241
1667,Male,50,46-55,16,self-employed,98516
1668,Male,35,26-35,2,artist,95602
1669,Female,25,19-25,17,technician/engineer,75006
1670,Female,56,56+,13,retired,95320
1671,Male,35,26-35,0,other,98368
1672,Male,25,19-25,17,technician/engineer,93933
1673,Male,1,Under18,10,K-12 student,98043-3621
1674,Male,35,26-35,2,artist,95816
1675,Female,25,19-25,6,doctor/health care,97116
1676,Male,18,Under18,4,college/grad student,91301
1677,Male,18,Under18,14,sales/marketing,97123
1678,Female,18,Under18,17,technician/engineer,97070
1679,Male,25,19-25,12,programmer,98052
1680,Male,25,19-25,20,writer,95380
1681,Male,18,Under18,4,college/grad student,78705
1682,Male,25,19-25,2,artist,98102
1683,Female,25,19-25,7,executive/managerial,98109
1684,Male,18,Under18,3,clerical/admin,85226
1685,Male,35,26-35,12,programmer,95833
1686,Male,35,26-35,12,programmer,94062
1687,Male,25,19-25,3,clerical/admin,85013
1688,Female,18,Under18,4,college/grad student,34243
1689,Male,35,26-35,5,customer service,98465
1690,Male,35,26-35,16,self-employed,98029
1691,Female,25,19-25,17,technician/engineer,85301
1692,Male,35,26-35,20,writer,97333
1693,Male,25,19-25,12,programmer,98684
1694,Male,25,19-25,12,programmer,98116
1695,Male,25,19-25,1,academic/educator,97206
1696,Male,35,26-35,7,executive/managerial,95765
1697,Female,18,Under18,4,college/grad student,98052
1698,Male,35,26-35,2,artist,97214
1699,Female,25,19-25,19,unemployed,98102
1700,Male,25,19-25,20,writer,98119
1701,Female,25,19-25,4,college/grad student,97233
1702,Male,18,Under18,10,K-12 student,97303
1703,Male,18,Under18,15,scientist,77047
1704,Male,25,19-25,4,college/grad student,98926
1705,Female,18,Under18,4,college/grad student,85033
1706,Male,25,19-25,20,writer,19134
1707,Male,50,46-55,1,academic/educator,95070
1708,Male,25,19-25,0,other,64106
1709,Male,25,19-25,0,other,73147
1710,Male,18,Under18,0,other,94530
1711,Female,18,Under18,4,college/grad student,30134
1712,Male,25,19-25,0,other,73003
1713,Male,25,19-25,0,other,47421
1714,Male,25,19-25,17,technician/engineer,43212
1715,Male,25,19-25,16,self-employed,53406
1716,Male,25,19-25,0,other,43229
1717,Female,50,46-55,6,doctor/health care,30307
1718,Male,18,Under18,4,college/grad student,43235
1719,Male,18,Under18,16,self-employed,60523
1720,Male,18,Under18,4,college/grad student,94720
1721,Male,18,Under18,19,unemployed,70043
1722,Male,35,26-35,0,other,72058
1723,Male,35,26-35,17,technician/engineer,60103
1724,Male,18,Under18,4,college/grad student,00961
1725,Male,18,Under18,19,unemployed,67218
1726,Male,25,19-25,2,artist,60160
1727,Male,35,26-35,16,self-employed,50317
1728,Male,18,Under18,4,college/grad student,11710-1641
1729,Male,25,19-25,7,executive/managerial,53715
1730,Female,18,Under18,4,college/grad student,60137
1731,Female,18,Under18,0,other,91601
1732,Male,18,Under18,4,college/grad student,13655
1733,Male,18,Under18,14,sales/marketing,43725
1734,Male,45,36-45,17,technician/engineer,94602
1735,Male,18,Under18,20,writer,30605
1736,Male,56,56+,8,farmer,00606
1737,Male,35,26-35,20,writer,46614
1738,Male,35,26-35,16,self-employed,30034
1739,Male,56,56+,16,self-employed,77079
1740,Male,56,56+,1,academic/educator,96153
1741,Male,35,26-35,7,executive/managerial,91107
1742,Male,25,19-25,15,scientist,08109
1743,Male,35,26-35,17,technician/engineer,77566
1744,Male,35,26-35,12,programmer,50325
1745,Male,45,36-45,0,other,94114
1746,Male,25,19-25,4,college/grad student,33157
1747,Male,25,19-25,0,other,90638
1748,Male,50,46-55,1,academic/educator,04240
1749,Male,25,19-25,2,artist,10040
1750,Male,50,46-55,5,customer service,10128
1751,Male,35,26-35,20,writer,77024
1752,Male,25,19-25,3,clerical/admin,96813
1753,Male,35,26-35,6,doctor/health care,90803
1754,Male,18,Under18,19,unemployed,27028
1755,Female,18,Under18,4,college/grad student,77005
1756,Female,25,19-25,1,academic/educator,75149
1757,Male,25,19-25,4,college/grad student,75206
1758,Female,25,19-25,0,other,33067-1400
1759,Male,25,19-25,16,self-employed,22112
1760,Female,25,19-25,3,clerical/admin,90016
1761,Male,35,26-35,0,other,72058
1762,Male,25,19-25,14,sales/marketing,75230
1763,Male,35,26-35,7,executive/managerial,76248
1764,Male,18,Under18,0,other,75149
1765,Male,18,Under18,4,college/grad student,13655
1766,Female,45,36-45,0,other,94566
1767,Male,25,19-25,20,writer,75205
1768,Male,45,36-45,16,self-employed,75067
1769,Male,25,19-25,17,technician/engineer,75240
1770,Male,35,26-35,16,self-employed,79605
1771,Male,25,19-25,17,technician/engineer,75044
1772,Male,56,56+,2,artist,90680
1773,Male,18,Under18,4,college/grad student,07030
1774,Male,25,19-25,17,technician/engineer,99003
1775,Male,25,19-25,4,college/grad student,70115
1776,Male,25,19-25,0,other,45801
1777,Male,25,19-25,20,writer,17022
1778,Male,18,Under18,4,college/grad student,94704
1779,Male,18,Under18,1,academic/educator,78133
1780,Male,35,26-35,1,academic/educator,22181
1781,Female,35,26-35,0,other,08009
1782,Male,45,36-45,0,other,23454
1783,Male,18,Under18,4,college/grad student,10027
1784,Male,18,Under18,20,writer,18104
1785,Male,18,Under18,4,college/grad student,04901
1786,Male,45,36-45,1,academic/educator,85721
1787,Male,18,Under18,8,farmer,90210
1788,Male,45,36-45,2,artist,19104
1789,Male,1,Under18,10,K-12 student,19116
1790,Male,25,19-25,0,other,19152
1791,Male,18,Under18,4,college/grad student,19146
1792,Female,25,19-25,2,artist,53523
1793,Male,25,19-25,4,college/grad student,20008
1794,Male,25,19-25,11,lawyer,20878
1795,Male,18,Under18,17,technician/engineer,20724
1796,Male,50,46-55,11,lawyer,20852
1797,Male,35,26-35,7,executive/managerial,52003
1798,Male,45,36-45,11,lawyer,22204
1799,Male,35,26-35,11,lawyer,70118
1800,Male,18,Under18,4,college/grad student,70118
1801,Female,25,19-25,6,doctor/health care,54729
1802,Male,18,Under18,4,college/grad student,22903
1803,Male,25,19-25,2,artist,50021
1804,Male,25,19-25,7,executive/managerial,22314
1805,Male,18,Under18,4,college/grad student,22401
1806,Male,18,Under18,4,college/grad student,22032
1807,Male,18,Under18,17,technician/engineer,20742
1808,Female,18,Under18,4,college/grad student,22031
1809,Female,25,19-25,14,sales/marketing,12189
1810,Male,50,46-55,13,retired,90210
1811,Male,56,56+,2,artist,08825
1812,Female,25,19-25,12,programmer,48103
1813,Female,35,26-35,6,doctor/health care,90035
1814,Male,50,46-55,7,executive/managerial,10014
1815,Male,1,Under18,1,academic/educator,30707
1816,Female,35,26-35,9,homemaker,56007
1817,Male,35,26-35,1,academic/educator,53706
1818,Male,1,Under18,8,farmer,02254
1819,Female,35,26-35,12,programmer,45249
1820,Male,25,19-25,20,writer,50265
1821,Male,25,19-25,20,writer,43315
1822,Female,25,19-25,0,other,53713
1823,Female,35,26-35,1,academic/educator,92801
1824,Female,18,Under18,4,college/grad student,43560
1825,Male,25,19-25,7,executive/managerial,50310
1826,Male,45,36-45,11,lawyer,49265
1827,Female,25,19-25,1,academic/educator,07721
1828,Male,18,Under18,4,college/grad student,07030
1829,Male,25,19-25,16,self-employed,07302
1830,Male,18,Under18,4,college/grad student,12180
1831,Male,18,Under18,4,college/grad student,53190
1832,Female,18,Under18,4,college/grad student,14433
1833,Male,18,Under18,17,technician/engineer,07030
1834,Male,35,26-35,5,customer service,10990
1835,Male,25,19-25,19,unemployed,11501
1836,Male,25,19-25,0,other,10016
1837,Male,25,19-25,2,artist,08817
1838,Male,35,26-35,7,executive/managerial,10011
1839,Male,18,Under18,4,college/grad student,07940
1840,Male,25,19-25,12,programmer,11217
1841,Male,18,Under18,0,other,95037
1842,Male,18,Under18,4,college/grad student,53190
1843,Male,25,19-25,12,programmer,10014
1844,Female,18,Under18,4,college/grad student,53711
1845,Male,25,19-25,2,artist,10002
1846,Male,45,36-45,12,programmer,95051
1847,Male,18,Under18,4,college/grad student,60047
1848,Male,35,26-35,5,customer service,10011
1849,Male,35,26-35,7,executive/managerial,11747
1850,Male,18,Under18,5,customer service,12582
1851,Male,25,19-25,19,unemployed,59602
1852,Male,25,19-25,12,programmer,10036
1853,Male,50,46-55,0,other,90803
1854,Male,25,19-25,0,other,92346
1855,Male,18,Under18,4,college/grad student,93004
1856,Male,56,56+,7,executive/managerial,92065
1857,Male,1,Under18,10,K-12 student,92106
1858,Female,18,Under18,4,college/grad student,59715
1859,Female,25,19-25,4,college/grad student,66049
1860,Male,56,56+,16,self-employed,94591
1861,Male,50,46-55,16,self-employed,92129
1862,Male,50,46-55,14,sales/marketing,95129
1863,Male,18,Under18,4,college/grad student,90048
1864,Male,35,26-35,7,executive/managerial,94306
1865,Female,18,Under18,1,academic/educator,94606
1866,Male,25,19-25,7,executive/managerial,94043
1867,Male,50,46-55,7,executive/managerial,95008
1868,Male,50,46-55,11,lawyer,92346
1869,Male,45,36-45,14,sales/marketing,95148
1870,Male,56,56+,13,retired,85248
1871,Female,45,36-45,1,academic/educator,46774
1872,Male,50,46-55,20,writer,92106
1873,Male,35,26-35,7,executive/managerial,02127
1874,Male,45,36-45,7,executive/managerial,95076
1875,Male,35,26-35,12,programmer,94107
1876,Male,25,19-25,12,programmer,92024
1877,Female,45,36-45,20,writer,90069
1878,Male,1,Under18,10,K-12 student,92846
1879,Male,25,19-25,4,college/grad student,29732
1880,Male,35,26-35,0,other,91006
1881,Male,35,26-35,2,artist,95008
1882,Male,35,26-35,16,self-employed,92352
1883,Female,50,46-55,0,other,94521
1884,Male,45,36-45,20,writer,93108
1885,Male,50,46-55,17,technician/engineer,94611
1886,Male,25,19-25,12,programmer,94086
1887,Male,56,56+,15,scientist,92119
1888,Male,35,26-35,12,programmer,95124
1889,Male,18,Under18,14,sales/marketing,80023
1890,Male,50,46-55,6,doctor/health care,94702
1891,Male,45,36-45,1,academic/educator,91335
1892,Male,25,19-25,20,writer,90066
1893,Female,35,26-35,0,other,90024
1894,Female,35,26-35,7,executive/managerial,94602
1895,Male,35,26-35,14,sales/marketing,89119
1896,Male,56,56+,13,retired,92115
1897,Female,50,46-55,2,artist,94530
1898,Male,25,19-25,12,programmer,91101
1899,Female,45,36-45,6,doctor/health care,02135
1900,Male,56,56+,12,programmer,94109
1901,Male,50,46-55,7,executive/managerial,94024
1902,Male,25,19-25,19,unemployed,93536
1903,Male,35,26-35,0,other,90401
1904,Male,18,Under18,1,academic/educator,30115
1905,Female,35,26-35,20,writer,94118
1906,Female,25,19-25,5,customer service,91311
1907,Male,35,26-35,17,technician/engineer,94804
1908,Male,56,56+,13,retired,95129
1909,Male,18,Under18,4,college/grad student,89146
1910,Male,1,Under18,10,K-12 student,94707
1911,Female,18,Under18,4,college/grad student,92805
1912,Male,25,19-25,4,college/grad student,91325
1913,Male,25,19-25,17,technician/engineer,95126
1914,Female,35,26-35,14,sales/marketing,95051
1915,Male,50,46-55,13,retired,01938
1916,Male,45,36-45,7,executive/managerial,90405
1917,Male,18,Under18,10,K-12 student,92704
1918,Female,45,36-45,6,doctor/health care,95209
1919,Male,1,Under18,0,other,94525
1920,Female,35,26-35,7,executive/managerial,80122
1921,Male,56,56+,12,programmer,92780
1922,Female,25,19-25,7,executive/managerial,94303
1923,Male,35,26-35,7,executive/managerial,90026
1924,Female,56,56+,6,doctor/health care,90630
1925,Male,50,46-55,7,executive/managerial,92886
1926,Female,1,Under18,0,other,95404
1927,Male,35,26-35,7,executive/managerial,94806
1928,Male,1,Under18,10,K-12 student,94501
1929,Female,1,Under18,10,K-12 student,91107
1930,Male,25,19-25,15,scientist,94550
1931,Male,25,19-25,2,artist,94114
1932,Male,25,19-25,7,executive/managerial,94114
1933,Male,18,Under18,19,unemployed,94703
1934,Male,25,19-25,17,technician/engineer,95014
1935,Male,1,Under18,10,K-12 student,90405
1936,Male,35,26-35,0,other,90026
1937,Male,25,19-25,11,lawyer,92335
1938,Female,25,19-25,2,artist,91351
1939,Female,35,26-35,2,artist,94930
1940,Male,25,19-25,12,programmer,95158
1941,Male,35,26-35,17,technician/engineer,94550
1942,Male,35,26-35,5,customer service,04901
1943,Male,18,Under18,4,college/grad student,91501
1944,Female,18,Under18,4,college/grad student,93107
1945,Male,25,19-25,20,writer,92866
1946,Male,25,19-25,14,sales/marketing,94110
1947,Male,25,19-25,7,executive/managerial,94041
1948,Male,1,Under18,10,K-12 student,93111
1949,Male,18,Under18,17,technician/engineer,92595
1950,Male,25,19-25,12,programmer,49024
1951,Female,18,Under18,4,college/grad student,90630
1952,Male,35,26-35,1,academic/educator,91030
1953,Female,25,19-25,2,artist,94566
1954,Male,25,19-25,16,self-employed,91402
1955,Male,1,Under18,19,unemployed,03109
1956,Male,35,26-35,0,other,44280
1957,Female,18,Under18,4,college/grad student,23185
1958,Female,25,19-25,1,academic/educator,17055
1959,Female,50,46-55,13,retired,53092
1960,Male,45,36-45,7,executive/managerial,55555
1961,Female,50,46-55,3,clerical/admin,91911
1962,Female,18,Under18,1,academic/educator,60914
1963,Female,50,46-55,9,homemaker,91941
1964,Female,25,19-25,6,doctor/health care,89523
1965,Male,56,56+,17,technician/engineer,48304
1966,Male,25,19-25,20,writer,93637
1967,Male,50,46-55,7,executive/managerial,92116
1968,Male,25,19-25,11,lawyer,85258
1969,Female,25,19-25,3,clerical/admin,92116
1970,Male,50,46-55,13,retired,89052
1971,Female,25,19-25,14,sales/marketing,80230
1972,Male,45,36-45,17,technician/engineer,92111
1973,Male,25,19-25,1,academic/educator,22903
1974,Male,35,26-35,17,technician/engineer,12159
1975,Male,18,Under18,4,college/grad student,97361
1976,Male,35,26-35,5,customer service,58703
1977,Male,56,56+,6,doctor/health care,02726
1978,Male,1,Under18,10,K-12 student,43357
1979,Male,56,56+,17,technician/engineer,49506
1980,Male,35,26-35,7,executive/managerial,06460
1981,Male,56,56+,1,academic/educator,80303
1982,Male,1,Under18,10,K-12 student,80540
1983,Male,25,19-25,14,sales/marketing,92109
1984,Male,18,Under18,10,K-12 student,92130
1985,Male,45,36-45,12,programmer,92122
1986,Male,50,46-55,13,retired,91977
1987,Male,25,19-25,17,technician/engineer,62629
1988,Female,25,19-25,1,academic/educator,85224
1989,Male,50,46-55,6,doctor/health care,02090
1990,Male,25,19-25,7,executive/managerial,85257
1991,Male,25,19-25,20,writer,48309
1992,Male,18,Under18,4,college/grad student,85259
1993,Male,35,26-35,17,technician/engineer,99508
1994,Male,35,26-35,2,artist,89012
1995,Male,25,19-25,1,academic/educator,85364
1996,Male,35,26-35,0,other,85621
1997,Male,25,19-25,0,other,84108
1998,Female,50,46-55,9,homemaker,24018
1999,Female,35,26-35,3,clerical/admin,02113
2000,Male,18,Under18,4,college/grad student,44685
2001,Male,50,46-55,1,academic/educator,48197
2002,Female,56,56+,13,retired,02136-1522
2003,Male,1,Under18,10,K-12 student,80014
2004,Male,45,36-45,19,unemployed,53572
2005,Male,18,Under18,4,college/grad student,58601
2006,Male,35,26-35,0,other,66048
2007,Male,50,46-55,16,self-employed,80442
2008,Male,25,19-25,3,clerical/admin,48220
2009,Female,35,26-35,7,executive/managerial,60625
2010,Male,18,Under18,4,college/grad student,81520
2011,Female,35,26-35,3,clerical/admin,01545
2012,Male,25,19-25,4,college/grad student,49456
2013,Male,45,36-45,0,other,60543
2014,Male,18,Under18,4,college/grad student,53233
2015,Male,18,Under18,4,college/grad student,01003
2016,Female,56,56+,2,artist,20783
2017,Male,25,19-25,17,technician/engineer,35808
2018,Male,35,26-35,16,self-employed,46214
2019,Male,50,46-55,1,academic/educator,27705
2020,Male,25,19-25,7,executive/managerial,45011
2021,Male,25,19-25,0,other,61364
2022,Male,25,19-25,7,executive/managerial,60137
2023,Male,18,Under18,4,college/grad student,56001
2024,Male,1,Under18,19,unemployed,06614
2025,Male,56,56+,13,retired,03440
2026,Male,50,46-55,16,self-employed,49277
2027,Female,25,19-25,9,homemaker,48021
2028,Male,45,36-45,6,doctor/health care,44131
2029,Female,25,19-25,12,programmer,10011
2030,Male,25,19-25,4,college/grad student,77345
2031,Male,35,26-35,20,writer,60640
2032,Male,50,46-55,14,sales/marketing,44614
2033,Female,45,36-45,20,writer,91436
2034,Female,45,36-45,2,artist,01851
2035,Female,18,Under18,0,other,45212
2036,Female,25,19-25,14,sales/marketing,90046
2037,Male,56,56+,14,sales/marketing,02468
2038,Female,45,36-45,1,academic/educator,33301
2039,Male,50,46-55,16,self-employed,60060
2040,Female,25,19-25,7,executive/managerial,02494
2041,Female,25,19-25,20,writer,24015
2042,Male,1,Under18,10,K-12 student,79358
2043,Male,25,19-25,14,sales/marketing,37931
2044,Female,45,36-45,0,other,49408
2045,Female,1,Under18,0,other,24179
2046,Male,35,26-35,1,academic/educator,91711
2047,Male,1,Under18,10,K-12 student,06437
2048,Male,50,46-55,6,doctor/health care,49456
2049,Female,50,46-55,0,other,13210
2050,Female,35,26-35,3,clerical/admin,99504
2051,Male,35,26-35,7,executive/managerial,93906
2052,Male,1,Under18,10,K-12 student,46033
2053,Male,45,36-45,11,lawyer,06416
2054,Male,25,19-25,12,programmer,03110
2055,Male,50,46-55,11,lawyer,49008
2056,Male,25,19-25,4,college/grad student,56301
2057,Male,35,26-35,1,academic/educator,49417
2058,Female,56,56+,1,academic/educator,06437
2059,Male,35,26-35,0,other,44130
2060,Male,1,Under18,1,academic/educator,48304
2061,Male,56,56+,1,academic/educator,44107
2062,Male,18,Under18,4,college/grad student,44646
2063,Male,25,19-25,4,college/grad student,43138
2064,Male,35,26-35,1,academic/educator,01020
2065,Male,25,19-25,6,doctor/health care,46807
2066,Female,25,19-25,6,doctor/health care,53202
2067,Male,50,46-55,16,self-employed,06430
2068,Female,35,26-35,12,programmer,43528
2069,Male,56,56+,15,scientist,79068
2070,Female,35,26-35,6,doctor/health care,13210
2071,Male,45,36-45,7,executive/managerial,01605
2072,Female,50,46-55,12,programmer,21133
2073,Female,18,Under18,4,college/grad student,13148
2074,Male,18,Under18,4,college/grad student,48197
2075,Female,25,19-25,4,college/grad student,13210
2076,Male,18,Under18,4,college/grad student,13165
2077,Male,18,Under18,0,other,55112
2078,Male,18,Under18,4,college/grad student,13323
2079,Male,1,Under18,10,K-12 student,45241
2080,Male,25,19-25,11,lawyer,37931
2081,Male,18,Under18,17,technician/engineer,49445
2082,Male,1,Under18,19,unemployed,48323
2083,Male,18,Under18,4,college/grad student,64920
2084,Male,18,Under18,4,college/grad student,23186
2085,Male,18,Under18,0,other,06360
2086,Male,35,26-35,14,sales/marketing,48328
2087,Male,25,19-25,0,other,37923-3112
2088,Male,50,46-55,7,executive/managerial,60618
2089,Male,35,26-35,17,technician/engineer,17601
2090,Male,35,26-35,17,technician/engineer,48313
2091,Female,35,26-35,20,writer,48044
2092,Male,56,56+,1,academic/educator,49006
2093,Male,18,Under18,0,other,48322
2094,Male,35,26-35,2,artist,60061
2095,Male,56,56+,13,retired,58504
2096,Female,25,19-25,17,technician/engineer,33990
2097,Male,18,Under18,5,customer service,48504
2098,Male,35,26-35,20,writer,48067
2099,Female,18,Under18,0,other,48823
2100,Female,25,19-25,0,other,24017
2101,Male,25,19-25,16,self-employed,48309
2102,Male,25,19-25,11,lawyer,48825
2103,Male,35,26-35,12,programmer,03062
2104,Male,45,36-45,15,scientist,60035
2105,Male,25,19-25,1,academic/educator,24060
2106,Female,18,Under18,20,writer,495321
2107,Male,25,19-25,1,academic/educator,24060
2108,Male,1,Under18,10,K-12 student,60462
2109,Male,25,19-25,16,self-employed,13090
2110,Male,50,46-55,11,lawyer,46802
2111,Male,56,56+,13,retired,32806
2112,Female,45,36-45,12,programmer,23116
2113,Male,25,19-25,6,doctor/health care,04456
2114,Male,18,Under18,18,tradesman/craftsman,21740
2115,Male,35,26-35,17,technician/engineer,01519
2116,Male,18,Under18,4,college/grad student,49546
2117,Male,56,56+,13,retired,49307
2118,Male,25,19-25,14,sales/marketing,02148
2119,Male,35,26-35,4,college/grad student,10036
2120,Male,1,Under18,0,other,02780
2121,Male,56,56+,13,retired,02356
2122,Male,35,26-35,12,programmer,61614
2123,Female,35,26-35,0,other,13064
2124,Male,25,19-25,0,other,12306
2125,Male,35,26-35,3,clerical/admin,46033
2126,Male,56,56+,14,sales/marketing,02632
2127,Male,18,Under18,4,college/grad student,12309
2128,Female,45,36-45,1,academic/educator,46737
2129,Male,25,19-25,5,customer service,04103
2130,Male,45,36-45,0,other,03060
2131,Male,25,19-25,0,other,01701
2132,Male,56,56+,14,sales/marketing,02632
2133,Female,1,Under18,10,K-12 student,01607
2134,Male,18,Under18,10,K-12 student,02780
2135,Male,50,46-55,1,academic/educator,01778
2136,Male,35,26-35,18,tradesman/craftsman,13027
2137,Female,1,Under18,10,K-12 student,00681
2138,Female,18,Under18,4,college/grad student,88119
2139,Female,50,46-55,3,clerical/admin,33615
2140,Male,45,36-45,14,sales/marketing,46804
2141,Female,50,46-55,16,self-employed,48706
2142,Female,45,36-45,14,sales/marketing,46804
2143,Male,18,Under18,4,college/grad student,32607
2144,Male,18,Under18,0,other,46517
2145,Male,18,Under18,10,K-12 student,32750
2146,Male,18,Under18,2,artist,96002
2147,Female,18,Under18,0,other,60641
2148,Female,18,Under18,0,other,81301
2149,Male,25,19-25,0,other,60089
2150,Female,18,Under18,4,college/grad student,22904
2151,Male,56,56+,13,retired,33316
2152,Male,18,Under18,4,college/grad student,22807
2153,Male,18,Under18,16,self-employed,97405
2154,Male,25,19-25,12,programmer,68508
2155,Female,1,Under18,10,K-12 student,50246
2156,Male,18,Under18,19,unemployed,55912
2157,Female,18,Under18,3,clerical/admin,45244
2158,Male,25,19-25,12,programmer,60618
2159,Female,50,46-55,14,sales/marketing,60618
2160,Female,18,Under18,19,unemployed,46556
2161,Female,35,26-35,2,artist,95521
2162,Female,1,Under18,10,K-12 student,35810
2163,Male,18,Under18,0,other,87122
2164,Male,35,26-35,0,other,95826
2165,Male,25,19-25,7,executive/managerial,32836
2166,Male,1,Under18,10,K-12 student,99203
2167,Female,25,19-25,6,doctor/health care,95833
2168,Male,1,Under18,10,K-12 student,60202
2169,Male,1,Under18,0,other,95451
2170,Female,50,46-55,16,self-employed,99114
2171,Male,35,26-35,0,other,48103
2172,Male,18,Under18,20,writer,60641
2173,Male,50,46-55,13,retired,87502
2174,Male,50,46-55,12,programmer,87505
2175,Male,25,19-25,4,college/grad student,99217
2176,Male,1,Under18,19,unemployed,73505
2177,Female,35,26-35,20,writer,95451
2178,Male,45,36-45,14,sales/marketing,85251
2179,Female,25,19-25,0,other,28304
2180,Male,25,19-25,12,programmer,27713-9225
2181,Male,25,19-25,0,other,45245
2182,Female,25,19-25,4,college/grad student,60443
2183,Female,56,56+,1,academic/educator,11795
2184,Male,18,Under18,4,college/grad student,45403
2185,Male,45,36-45,17,technician/engineer,27502
2186,Male,18,Under18,5,customer service,41018
2187,Male,45,36-45,16,self-employed,60126
2188,Female,18,Under18,19,unemployed,60641
2189,Male,1,Under18,10,K-12 student,60148
2190,Female,25,19-25,15,scientist,27603
2191,Male,18,Under18,4,college/grad student,45231
2192,Female,25,19-25,0,other,27713
2193,Male,1,Under18,10,K-12 student,41011
2194,Male,25,19-25,17,technician/engineer,45233
2195,Male,1,Under18,10,K-12 student,60148
2196,Male,25,19-25,12,programmer,45140
2197,Female,25,19-25,1,academic/educator,27515
2198,Female,35,26-35,9,homemaker,46815
2199,Male,1,Under18,10,K-12 student,60613
2200,Male,35,26-35,1,academic/educator,60016
2201,Male,56,56+,20,writer,46804
2202,Female,1,Under18,10,K-12 student,11743
2203,Male,45,36-45,12,programmer,53718
2204,Male,56,56+,3,clerical/admin,94941
2205,Female,25,19-25,7,executive/managerial,10016
2206,Male,45,36-45,7,executive/managerial,11201
2207,Male,18,Under18,4,college/grad student,07508
2208,Male,25,19-25,0,other,10006
2209,Male,35,26-35,7,executive/managerial,10011
2210,Male,45,36-45,17,technician/engineer,88005-4313
2211,Male,45,36-45,6,doctor/health care,01950
2212,Male,18,Under18,4,college/grad student,80521
2213,Female,25,19-25,0,other,60622
2214,Female,25,19-25,1,academic/educator,46807
2215,Female,25,19-25,0,other,93940
2216,Female,25,19-25,20,writer,60612
2217,Male,1,Under18,10,K-12 student,44906
2218,Male,35,26-35,17,technician/engineer,64153
2219,Male,25,19-25,6,doctor/health care,60060
2220,Female,50,46-55,3,clerical/admin,95451-9554
2221,Male,56,56+,17,technician/engineer,94931
2222,Female,45,36-45,1,academic/educator,13088
2223,Male,25,19-25,2,artist,60123
2224,Male,25,19-25,12,programmer,60025
2225,Male,25,19-25,5,customer service,96815
2226,Female,25,19-25,7,executive/managerial,27514
2227,Male,50,46-55,14,sales/marketing,60016
2228,Male,25,19-25,12,programmer,60025
2229,Male,45,36-45,0,other,61821
2230,Female,45,36-45,1,academic/educator,60302
2231,Male,50,46-55,11,lawyer,85726
2232,Male,25,19-25,14,sales/marketing,60061
2233,Female,35,26-35,3,clerical/admin,60187
2234,Male,56,56+,1,academic/educator,85718
2235,Male,1,Under18,10,K-12 student,46324
2236,Male,1,Under18,10,K-12 student,96782
2237,Female,35,26-35,6,doctor/health care,14905
2238,Female,25,19-25,4,college/grad student,32607
2239,Male,18,Under18,10,K-12 student,60148
2240,Male,45,36-45,12,programmer,64117
2241,Male,45,36-45,5,customer service,60647
2242,Male,18,Under18,4,college/grad student,60115
2243,Male,45,36-45,2,artist,86701
2244,Male,1,Under18,10,K-12 student,60565
2245,Male,1,Under18,10,K-12 student,60007
2246,Male,25,19-25,0,other,60622
2247,Male,45,36-45,2,artist,60613
2248,Female,35,26-35,12,programmer,46755
2249,Male,25,19-25,5,customer service,60466
2250,Male,18,Under18,19,unemployed,60010
2251,Male,35,26-35,14,sales/marketing,60626
2252,Female,18,Under18,1,academic/educator,01562
2253,Female,50,46-55,0,other,46815
2254,Male,35,26-35,5,customer service,33317
2255,Female,35,26-35,6,doctor/health care,44303
2256,Female,45,36-45,15,scientist,59840
2257,Female,18,Under18,4,college/grad student,59715
2258,Female,18,Under18,4,college/grad student,10033
2259,Female,56,56+,16,self-employed,70503
2260,Female,25,19-25,20,writer,46835
2261,Male,25,19-25,5,customer service,33025
2262,Male,45,36-45,17,technician/engineer,48116
2263,Male,25,19-25,6,doctor/health care,70508
2264,Female,45,36-45,7,executive/managerial,37877
2265,Male,56,56+,13,retired,60506
2266,Female,50,46-55,2,artist,48118
2267,Female,56,56+,13,retired,37774
2268,Female,35,26-35,1,academic/educator,46774
2269,Female,45,36-45,0,other,11217
2270,Male,18,Under18,1,academic/educator,14620
2271,Male,50,46-55,14,sales/marketing,13210
2272,Male,25,19-25,0,other,71731
2273,Male,25,19-25,6,doctor/health care,23235
2274,Male,18,Under18,2,artist,31401
